resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
383,18,24,6,4.0,1,1.0,1,1,9.0,36,3:03:46.3,11026300.0,,,,,1
384,18,1,6,2.0,2,2.0,2,2,6.0,36,+1:55.2,11141500.0,,,,,1
385,18,28,35,14.0,4,3.0,3,3,4.0,36,+4:28.4,11294700.0,,,,,1
386,18,129,8,8.0,6,4.0,4,4,3.0,35,,,,,,,15
387,18,130,24,28.0,8,5.0,5,5,2.0,34,,,,,,,2
388,18,113,8,10.0,9,6.0,6,6,0.0,34,,,,,,,2
389,18,131,6,34.0,13,7.0,7,7,0.0,33,,,,,,,3
390,18,12,35,18.0,19,8.0,8,8,0.0,33,,,,,,,3
391,18,114,8,12.0,12,9.0,9,9,0.0,33,,,,,,,3
392,18,15,7,20.0,18,10.0,10,10,0.0,32,,,,,,,28
393,18,115,24,24.0,14,11.0,11,11,0.0,32,,,,,,,28
394,18,132,24,30.0,20,12.0,12,12,0.0,32,,,,,,,28
395,18,133,25,38.0,21,13.0,13,13,0.0,31,,,,,,,4
396,18,134,7,44.0,22,14.0,14,14,0.0,30,,,,,,,5
397,18,135,24,42.0,16,15.0,15,15,0.0,30,,,,,,,5
398,18,136,39,40.0,15,,R,16,0.0,17,,,,,,,9
399,18,72,6,6.0,3,,R,17,0.0,13,,,,,,,17
400,18,111,35,16.0,5,,R,18,0.0,13,,,,,,,17
401,18,112,36,36.0,7,,R,19,0.0,10,,,,,,,19
402,18,5,6,22.0,17,,R,20,0.0,6,,,,,,,10
403,18,116,24,26.0,11,,R,21,0.0,3,,,,,,,49
404,18,78,3,32.0,10,,R,22,0.0,0,,,,,,,9
405,19,24,6,8.0,1,1.0,1,1,9.0,77,3:00:00.0,10800000.0,,,,,1
406,19,1,6,10.0,2,2.0,2,2,6.0,76,,,,,,,15
407,19,72,6,12.0,3,3.0,3,3,4.0,75,,,,,,,2
408,19,28,35,2.0,5,4.0,4,4,3.0,74,,,,,,,3
409,19,29,7,44.0,6,5.0,5,5,2.0,72,,,,,,,4
410,19,116,24,22.0,8,6.0,6,6,0.0,70,,,,,,,29
411,19,111,35,4.0,4,7.0,7,7,0.0,70,,,,,,,29
412,19,8,4,28.0,18,8.0,8,8,0.0,70,,,,,,,29
413,19,115,24,20.0,14,9.0,9,9,0.0,70,,,,,,,29
414,19,4,24,24.0,10,10.0,10,10,0.0,68,,,,,,,47
415,19,81,6,34.0,17,11.0,11,11,0.0,66,,,,,,,22
416,19,79,6,34.0,17,11.0,11,11,0.0,66,,,,,,,22
417,19,75,6,38.0,16,12.0,12,12,0.0,63,,,,,,,56
418,19,15,35,6.0,7,,R,13,0.0,56,,,,,,,16
419,19,129,8,42.0,15,,R,14,0.0,51,,,,,,,41
420,19,31,4,16.0,12,,R,15,0.0,34,,,,,,,37
421,19,18,4,16.0,12,,R,15,0.0,34,,,,,,,37
422,19,32,5,26.0,13,,R,16,0.0,17,,,,,,,11
423,19,5,6,14.0,9,,R,17,0.0,17,,,,,,,9
424,19,12,7,32.0,20,,R,18,0.0,15,,,,,,,9
425,19,31,4,18.0,11,,R,19,0.0,7,,,,,,,13
426,19,137,6,40.0,19,,R,20,0.0,2,,,,,,,9
427,20,24,6,15.0,2,1.0,1,1,9.0,85,2:46:11.0,9971000.0,,,,,1
428,20,72,6,17.0,3,2.0,2,2,6.0,84,,,,,,,15
429,20,129,8,9.0,7,3.0,3,3,4.0,83,,,,,,,2
430,20,138,40,6.0,8,4.0,4,4,3.0,83,,,,,,,2
431,20,139,40,5.0,9,5.0,5,5,2.0,82,,,,,,,3
432,20,1,6,16.0,1,6.0,6,6,0.0,82,,,,,,,3
433,20,3,8,8.0,6,7.0,7,7,0.0,82,,,,,,,3
434,20,140,6,14.0,19,8.0,8,8,0.0,82,,,,,,,3
435,20,141,40,4.0,5,9.0,9,9,0.0,82,,,,,,,3
436,20,32,6,21.0,20,10.0,10,10,0.0,81,,,,,,,28
437,20,15,35,26.0,10,11.0,11,11,0.0,81,,,,,,,28
438,20,142,5,1.0,12,12.0,12,12,0.0,80,,,,,,,4
439,20,79,6,19.0,15,13.0,13,13,0.0,80,,,,,,,4
440,20,12,7,27.0,23,14.0,14,14,0.0,79,,,,,,,5
441,20,115,24,31.0,29,15.0,15,15,0.0,79,,,,,,,5
442,20,143,40,3.0,17,16.0,16,16,0.0,79,,,,,,,5
443,20,31,4,33.0,32,17.0,17,17,0.0,78,,,,,,,29
444,20,144,4,34.0,28,18.0,18,18,0.0,77,,,,,,,20
445,20,18,4,32.0,31,19.0,19,19,0.0,76,,,,,,,47
446,20,114,8,10.0,18,20.0,20,20,0.0,76,,,,,,,47
447,20,145,36,23.0,25,21.0,21,21,0.0,75,,,,,,,21
448,20,113,8,11.0,13,22.0,22,22,0.0,69,,,,,,,26
449,20,116,24,29.0,14,,R,23,0.0,73,,,,,,,41
450,20,102,24,30.0,11,,R,24,0.0,44,,,,,,,9
451,20,78,3,12.0,16,,R,25,0.0,36,,,,,,,9
452,20,29,35,25.0,21,,R,26,0.0,21,,,,,,,13
453,20,135,24,28.0,26,,R,27,0.0,19,,,,,,,9
454,20,16,8,7.0,22,,R,28,0.0,14,,,,,,,9
455,20,28,35,24.0,4,,R,29,0.0,9,,,,,,,11
456,20,81,6,20.0,24,,R,30,0.0,3,,,,,,,37
457,21,24,6,101.0,1,1.0,1,1,9.0,18,3:06:13.3,11173300.0,,,,,1
458,21,1,6,102.0,2,2.0,2,2,6.0,18,+14.1,11187400.0,,,,,1
459,21,79,6,117.0,6,3.0,3,3,4.0,18,+7:10.1,11603400.0,,,,,1
460,21,72,6,103.0,5,4.0,4,4,3.0,17,,,,,,,15
461,21,111,35,108.0,11,5.0,5,5,2.0,17,,,,,,,15
462,21,132,6,119.0,17,6.0,6,6,0.0,16,,,,,,,2
463,21,146,25,121.0,12,7.0,7,7,0.0,16,,,,,,,2
464,21,118,25,125.0,15,8.0,8,8,0.0,16,,,,,,,2
465,21,147,37,124.0,22,9.0,9,9,0.0,15,,,,,,,3
466,21,12,24,113.0,32,10.0,10,10,0.0,15,,,,,,,3
467,21,148,25,128.0,8,11.0,11,11,0.0,14,,,,,,,28
468,21,149,41,135.0,29,12.0,12,12,0.0,14,,,,,,,28
469,21,28,35,107.0,4,,R,13,0.0,8,,,,,,,17
470,21,150,37,123.0,9,,R,14,0.0,7,,,,,,,36
471,21,135,24,120.0,14,,R,15,0.0,6,,,,,,,13
472,21,151,25,126.0,19,,R,16,0.0,5,,,,,,,9
473,21,152,41,110.0,25,,R,17,0.0,5,,,,,,,36
474,21,153,41,130.0,30,,R,18,0.0,5,,,,,,,41
475,21,154,4,116.0,26,,R,19,0.0,4,,,,,,,16
476,21,155,41,136.0,23,,R,20,0.0,3,,,,,,,36
477,21,156,6,118.0,24,,R,21,0.0,3,,,,,,,30
478,21,157,39,114.0,21,,R,22,0.0,2,,,,,,,12
479,21,29,35,109.0,3,,R,23,0.0,1,,,,,,,17
480,21,77,25,127.0,7,,R,24,0.0,1,,,,,,,13
481,21,64,4,105.0,10,,D,25,0.0,1,,,,,,,57
482,21,130,24,112.0,13,,R,26,0.0,1,,,,,,,13
483,21,158,25,122.0,18,,R,27,0.0,1,,,,,,,36
484,21,159,25,129.0,20,,R,28,0.0,1,,,,,,,36
485,21,137,6,104.0,27,,R,29,0.0,1,,,,,,,37
486,21,144,4,115.0,16,,R,30,0.0,0,,,,,,,36
487,22,24,6,2.0,1,1.0,1,1,9.0,90,2:53:28.5,10408500.0,,,,,1
488,22,1,6,4.0,2,2.0,2,2,6.0,90,+40.1,10448600.0,,,,,1
489,22,26,6,6.0,4,3.0,3,3,4.0,90,+1:34.4,10502900.0,,,,,1
490,22,129,8,32.0,3,4.0,4,4,3.0,88,,,,,,,2
491,22,28,35,10.0,6,5.0,5,5,2.0,87,,,,,,,3
492,22,29,35,12.0,5,6.0,6,6,0.0,87,,,,,,,3
493,22,102,24,28.0,10,7.0,7,7,0.0,85,,,,,,,4
494,22,115,24,26.0,9,8.0,8,8,0.0,84,,,,,,,5
495,22,160,4,16.0,16,9.0,9,9,0.0,83,,,,,,,29
496,22,106,4,16.0,16,9.0,9,9,0.0,83,,,,,,,29
497,22,112,36,34.0,7,,R,10,0.0,76,,,,,,,58
498,22,78,3,36.0,18,,R,11,0.0,73,,,,,,,9
499,22,161,24,30.0,14,,N,12,0.0,70,,,,,,,7
500,22,141,40,22.0,13,,R,13,0.0,27,,,,,,,12
501,22,131,6,24.0,17,,R,14,0.0,19,,,,,,,9
502,22,130,7,14.0,11,,R,15,0.0,15,,,,,,,11
503,22,111,35,8.0,6,,R,16,0.0,10,,,,,,,59
504,22,160,4,20.0,15,,R,17,0.0,7,,,,,,,53
505,22,144,4,18.0,12,,R,18,0.0,4,,,,,,,16
506,23,24,6,12.0,1,1.0,1,1,,80,2:50:45.6,10245600.0,,,,,1
507,23,27,4,26.0,5,2.0,2,2,,80,+1:01.8,10307400.0,,,,,1
508,23,26,6,16.0,2,3.0,3,3,4.0,80,+2:04.2,10369800.0,,,,,1
509,23,1,6,10.0,3,4.0,4,4,3.0,80,+2:11.4,10377000.0,,,,,1
510,23,64,4,22.0,13,5.0,5,5,2.0,79,,,,,,,15
511,23,100,6,8.0,8,6.0,6,6,0.0,79,,,,,,,15
512,23,72,6,14.0,6,7.0,7,7,0.0,77,,,,,,,3
513,23,106,4,48.0,18,8.0,8,8,0.0,76,,,,,,,28
514,23,112,8,40.0,15,9.0,9,9,0.0,76,,,,,,,28
515,23,5,6,62.0,17,10.0,10,10,0.0,75,,,,,,,4
516,23,154,4,50.0,23,11.0,11,11,0.0,75,,,,,,,4
517,23,138,40,30.0,19,12.0,12,12,0.0,74,,,,,,,5
518,23,114,8,36.0,20,13.0,13,13,0.0,73,,,,,,,29
519,23,28,35,2.0,7,14.0,14,14,0.0,71,,,,,,,47
520,23,113,8,38.0,12,15.0,15,15,0.0,68,,,,,,,23
521,23,78,40,32.0,1,,R,16,0.0,60,,,,,,,30
522,23,144,4,46.0,25,,R,17,0.0,46,,,,,,,9
523,23,111,35,6.0,11,,R,18,0.0,42,,,,,,,9
524,23,129,8,42.0,12,,N,19,0.0,38,,,,,,,7
525,23,30,4,24.0,16,,R,20,0.0,24,,,,,,,9
526,23,29,35,4.0,4,,R,21,0.0,5,,,,,,,9
527,23,143,40,28.0,2,,R,22,0.0,4,,,,,,,30
528,23,79,6,18.0,16,,R,23,0.0,3,,,,,,,9
529,23,162,34,34.0,10,,R,24,0.0,0,,,,,,,13
530,23,131,6,70.0,0,,F,25,0.0,0,,,,,,,60
531,23,163,4,58.0,0,,F,26,0.0,0,,,,,,,60
532,23,18,4,60.0,0,,F,27,0.0,0,,,,,,,60
533,23,116,24,54.0,0,,F,28,0.0,0,,,,,,,60
534,23,32,6,68.0,0,,F,29,0.0,0,,,,,,,60
535,23,135,24,56.0,0,,F,30,0.0,0,,,,,,,60
536,24,24,6,10.0,1,1.0,1,1,9.0,97,3:01:04.6,10864600.0,,,,,1
537,24,26,6,14.0,3,2.0,2,2,6.0,96,,,,,,,15
538,24,27,4,4.0,5,3.0,3,3,4.0,96,,,,,,,15
539,24,129,6,16.0,6,4.0,4,4,3.0,96,,,,,,,15
540,24,164,4,8.0,9,5.0,5,5,2.0,96,,,,,,,15
541,24,111,35,30.0,11,6.0,6,6,0.0,94,,,,,,,3
542,24,31,35,28.0,7,7.0,7,7,0.0,91,,,,,,,5
543,24,29,35,28.0,7,7.0,7,7,0.0,91,,,,,,,5
544,24,165,8,22.0,16,8.0,8,8,0.0,90,,,,,,,29
545,24,113,8,20.0,12,9.0,9,9,0.0,87,,,,,,,21
546,24,28,35,26.0,8,,R,10,0.0,67,,,,,,,48
547,24,13,4,2.0,2,,R,11,0.0,36,,,,,,,10
548,24,64,4,6.0,15,,R,12,0.0,32,,,,,,,10
549,24,1,6,12.0,4,,R,13,0.0,31,,,,,,,17
550,24,166,35,32.0,10,,R,14,0.0,24,,,,,,,13
551,24,167,7,34.0,14,,R,15,0.0,21,,,,,,,53
552,24,168,8,24.0,13,,R,16,0.0,20,,,,,,,48
553,25,97,9,14.0,1,1.0,1,1,9.0,200,3:53:01.69,13981690.0,,,,,1
554,25,120,9,16.0,12,2.0,2,2,6.0,200,+3:30.87,14192560.0,,,,,1
555,25,46,9,3.0,9,3.0,3,3,2.0,200,+4:11.50,14233190.0,,,,,1
556,25,89,9,3.0,9,3.0,3,3,2.0,200,+4:11.50,14233190.0,,,,,1
557,25,43,9,59.0,2,4.0,4,4,,200,+4:39.24,14260930.0,,,,,1
558,25,63,9,59.0,2,4.0,4,4,,200,+4:39.24,14260930.0,,,,,1
559,25,48,9,5.0,3,5.0,5,5,2.0,200,+7:49.64,14451330.0,,,,,1
560,25,169,9,48.0,21,6.0,6,6,0.0,200,+8:10.21,14471900.0,,,,,1
561,25,58,9,2.0,25,7.0,7,7,0.0,200,+8:46.02,14507710.0,,,,,1
562,25,126,9,2.0,25,7.0,7,7,0.0,200,+8:46.02,14507710.0,,,,,1
563,25,170,15,12.0,20,8.0,8,8,0.0,200,+10:04.55,14586240.0,,,,,1
564,25,50,28,98.0,6,9.0,9,9,0.0,196,,,,,,,17
565,25,39,28,98.0,6,9.0,9,9,0.0,196,,,,,,,17
566,25,92,28,98.0,6,9.0,9,9,0.0,196,,,,,,,17
567,25,51,9,53.0,32,10.0,10,10,0.0,193,,,,,,,29
568,25,87,9,9.0,26,11.0,11,11,0.0,191,,,,,,,17
569,25,90,9,73.0,19,12.0,12,12,0.0,190,,,,,,,21
570,25,128,9,73.0,19,12.0,12,12,0.0,190,,,,,,,21
571,25,83,28,88.0,4,13.0,13,13,0.0,184,,,,,,,9
572,25,121,27,8.0,31,14.0,14,14,0.0,183,,,,,,,61
573,25,58,9,49.0,28,15.0,15,15,0.0,177,,,,,,,40
574,25,35,9,49.0,28,15.0,15,15,0.0,177,,,,,,,40
575,25,95,9,92.0,10,16.0,16,16,0.0,177,,,,,,,16
576,25,84,9,92.0,10,16.0,16,16,0.0,177,,,,,,,16
577,25,93,9,92.0,10,16.0,16,16,0.0,177,,,,,,,16
578,25,41,9,23.0,14,17.0,17,17,0.0,176,,,,,,,62
579,25,171,9,23.0,14,17.0,17,17,0.0,176,,,,,,,62
580,25,172,9,22.0,22,,R,18,0.0,169,,,,,,,6
581,25,54,9,62.0,18,,R,19,0.0,166,,,,,,,6
582,25,57,9,62.0,18,,R,19,0.0,166,,,,,,,6
583,26,24,6,2.0,1,1.0,1,1,8.0,90,2:53:35.8,10415800.0,,,,,1
584,26,1,6,6.0,3,2.0,2,2,6.0,90,+10.4,10426200.0,,,,,1
585,26,27,4,16.0,13,3.0,3,3,2.0,89,,,,,,,15
586,26,64,4,16.0,13,3.0,3,3,2.0,89,,,,,,,15
587,26,129,6,8.0,6,4.0,4,4,3.0,89,,,,,,,15
588,26,18,4,18.0,7,5.0,5,5,2.0,88,,,,,,,2
589,26,29,35,24.0,12,6.0,6,6,0.0,87,,,,,,,3
590,26,5,6,10.0,8,7.0,7,7,0.0,86,,,,,,,28
591,26,116,24,36.0,16,8.0,8,8,0.0,84,,,,,,,5
592,26,78,40,34.0,9,9.0,9,9,0.0,83,,,,,,,29
593,26,26,6,4.0,4,,R,10,1.0,67,,,,,,,63
594,26,143,40,28.0,14,,R,11,0.0,63,,,,,,,9
595,26,31,35,20.0,10,,R,12,0.0,59,,,,,,,10
596,26,12,40,30.0,17,,N,13,0.0,52,,,,,,,7
597,26,13,4,12.0,2,,R,14,0.0,36,,,,,,,16
598,26,173,35,22.0,19,,R,15,0.0,28,,,,,,,10
599,26,27,4,14.0,5,,R,16,0.0,22,,,,,,,16
600,26,112,8,32.0,18,,R,17,0.0,19,,,,,,,64
601,26,140,40,26.0,11,,R,18,0.0,14,,,,,,,9
602,26,115,24,38.0,15,,R,19,0.0,7,,,,,,,63
603,27,24,6,10.0,2,1.0,1,1,8.0,36,2:48:30.3,10110300.0,,,,,1
604,27,26,6,8.0,5,2.0,2,2,6.0,36,+2:48.2,10278500.0,,,,,1
605,27,101,4,28.0,16,3.0,3,3,4.0,35,,,,,,,15
606,27,18,4,30.0,9,4.0,4,4,3.0,35,,,,,,,15
607,27,29,35,18.0,8,5.0,5,5,2.0,35,,,,,,,15
608,27,129,6,14.0,7,6.0,6,6,0.0,35,,,,,,,15
609,27,31,35,20.0,12,7.0,7,7,0.0,33,,,,,,,3
610,27,5,6,32.0,13,8.0,8,8,0.0,33,,,,,,,3
611,27,174,35,38.0,15,9.0,9,9,0.0,32,,,,,,,28
612,27,130,24,24.0,11,10.0,10,10,0.0,30,,,,,,,5
613,27,98,40,40.0,18,11.0,11,11,0.0,29,,,,,,,29
614,27,12,4,6.0,10,,R,12,0.0,35,,,,,,,17
615,27,13,4,6.0,10,,R,12,0.0,35,,,,,,,17
616,27,115,24,22.0,17,,R,13,0.0,19,,,,,,,9
617,27,1,6,12.0,4,,R,14,0.0,16,,,,,,,9
618,27,13,4,4.0,1,,R,15,0.0,13,,,,,,,9
619,27,27,4,2.0,3,,R,16,1.0,11,,,,,,,63
620,27,111,35,16.0,14,,R,17,0.0,9,,,,,,,9
621,27,116,24,26.0,16,,R,18,0.0,4,,,,,,,11
622,27,175,7,34.0,20,,R,19,0.0,3,,,,,,,9
623,27,133,25,36.0,19,,R,20,0.0,0,,,,,,,10
624,28,129,6,16.0,7,1.0,1,1,8.0,60,2:44:18.6,9858600.0,,,,,1
625,28,13,4,18.0,4,2.0,2,2,7.0,60,+1.0,9859600.0,,,,,1
626,28,27,4,20.0,5,3.0,3,3,4.0,60,+1.4,9860000.0,,,,,1
627,28,24,6,10.0,1,4.0,4,4,3.0,60,+4.6,9863200.0,,,,,1
628,28,1,6,14.0,6,5.0,5,5,2.0,60,+1:07.6,9926200.0,,,,,1
629,28,26,6,12.0,3,6.0,6,6,0.0,60,+1:15.9,9934500.0,,,,,1
630,28,18,4,46.0,9,7.0,7,7,0.0,58,,,,,,,2
631,28,5,6,44.0,10,8.0,8,8,0.0,56,,,,,,,28
632,28,101,4,22.0,8,9.0,9,9,0.0,55,,,,,,,4
633,28,111,35,2.0,22,10.0,10,10,0.0,55,,,,,,,4
634,28,6,8,38.0,12,11.0,11,11,0.0,55,,,,,,,4
635,28,12,40,48.0,21,12.0,12,12,0.0,53,,,,,,,29
636,28,116,24,28.0,17,13.0,13,13,0.0,52,,,,,,,20
637,28,4,24,30.0,18,14.0,14,14,0.0,50,,,,,,,21
638,28,19,34,32.0,25,15.0,15,15,0.0,43,,,,,,,61
639,28,64,4,24.0,2,,R,16,0.0,42,,,,,,,9
640,28,78,8,36.0,13,,R,17,0.0,38,,,,,,,11
641,28,15,40,42.0,11,,R,18,0.0,29,,,,,,,53
642,28,162,34,34.0,15,,R,19,0.0,18,,,,,,,9
643,28,112,8,40.0,14,,R,20,0.0,17,,,,,,,58
644,28,29,35,4.0,23,,R,21,0.0,14,,,,,,,10
645,28,115,24,26.0,16,,R,22,0.0,9,,,,,,,11
646,28,31,35,6.0,20,,R,23,0.0,4,,,,,,,9
647,28,173,35,8.0,24,,R,24,0.0,4,,,,,,,16
648,28,140,40,50.0,19,,R,25,0.0,2,,,,,,,41
649,29,24,6,5.0,1,1.0,1,1,,90,2:50:00.0,10200000.0,,,,,1
650,29,13,4,23.0,4,2.0,2,2,6.0,90,+1:00.0,10260000.0,,,,,1
651,29,1,6,6.0,5,3.0,3,3,4.0,88,,,,,,,2
652,29,27,4,24.0,2,4.0,4,4,,88,,,,,,,2
653,29,129,6,8.0,3,5.0,5,5,2.0,87,,,,,,,3
654,29,64,4,25.0,16,6.0,6,6,0.0,82,,,,,,,20
655,29,15,40,10.0,19,7.0,7,7,0.0,82,,,,,,,20
656,29,112,8,16.0,11,8.0,8,8,0.0,80,,,,,,,21
657,29,32,8,20.0,14,9.0,9,9,0.0,79,,,,,,,22
658,29,5,6,9.0,24,10.0,10,10,0.0,78,,,,,,,23
659,29,176,8,18.0,15,,R,11,0.0,79,,,,,,,19
660,29,21,40,14.0,10,,R,12,0.0,70,,,,,,,49
661,29,26,6,7.0,6,,R,13,0.0,65,,,,,,,16
662,29,101,4,26.0,7,,R,14,0.0,65,,,,,,,9
663,29,113,8,19.0,21,,R,15,0.0,56,,,,,,,33
664,29,116,24,2.0,23,,R,16,0.0,56,,,,,,,19
665,29,177,24,4.0,27,,R,17,0.0,54,,,,,,,11
666,29,140,40,12.0,28,,R,18,0.0,50,,,,,,,48
667,29,18,4,31.0,26,,R,19,0.0,34,,,,,,,11
668,29,115,24,1.0,12,,R,20,0.0,31,,,,,,,11
669,29,111,35,30.0,22,,R,21,0.0,30,,,,,,,34
670,29,178,40,15.0,20,,R,22,0.0,24,,,,,,,41
671,29,29,35,29.0,8,,R,23,0.0,14,,,,,,,16
672,29,102,24,3.0,17,,R,24,0.0,14,,,,,,,11
673,29,31,35,28.0,9,,R,25,0.0,5,,,,,,,59
674,29,143,40,11.0,13,,R,26,0.0,0,,,,,,,36
675,29,145,8,22.0,25,,R,27,0.0,0,,,,,,,42
676,30,1,6,12.0,3,1.0,1,1,8.0,18,3:02:25.0,10945000.0,,,,,1
677,30,13,4,5.0,2,2.0,2,2,6.0,18,+1:04.0,11009000.0,,,,,1
678,30,129,6,3.0,4,3.0,3,3,4.0,18,+1:43.6,11048600.0,,,,,1
679,30,64,4,7.0,7,4.0,4,4,3.0,18,+8:48.6,11473600.0,,,,,1
680,30,18,4,17.0,11,5.0,5,5,2.0,17,,,,,,,15
681,30,78,8,19.0,12,6.0,6,6,0.0,17,,,,,,,15
682,30,105,6,18.0,19,7.0,7,7,0.0,17,,,,,,,15
683,30,26,6,1.0,1,8.0,8,8,0.0,17,,,,,,,15
684,30,24,6,1.0,1,8.0,8,8,0.0,17,,,,,,,15
685,30,179,25,31.0,14,9.0,9,9,0.0,17,,,,,,,15
686,30,5,6,20.0,22,10.0,10,10,0.0,17,,,,,,,15
687,30,180,8,40.0,20,11.0,11,11,0.0,16,,,,,,,2
688,30,158,25,24.0,28,12.0,12,12,0.0,16,,,,,,,2
689,30,143,40,16.0,16,13.0,13,13,0.0,16,,,,,,,2
690,30,155,41,36.0,26,14.0,14,14,0.0,16,,,,,,,2
691,30,149,41,37.0,32,15.0,15,15,0.0,15,,,,,,,3
692,30,181,25,22.0,29,16.0,16,16,0.0,14,,,,,,,28
693,30,26,6,4.0,6,,R,17,0.0,15,,,,,,,9
694,30,24,6,4.0,6,,R,17,1.0,15,,,,,,,9
695,30,113,8,38.0,17,,R,18,0.0,15,,,,,,,9
696,30,101,4,8.0,8,,R,19,0.0,13,,,,,,,30
697,30,182,42,35.0,24,,R,20,0.0,12,,,,,,,55
698,30,12,40,12.0,25,,R,21,0.0,12,,,,,,,36
699,30,183,25,26.0,34,,R,22,0.0,10,,,,,,,36
700,30,150,25,23.0,18,,R,23,0.0,8,,,,,,,36
701,30,111,35,9.0,9,,R,24,0.0,7,,,,,,,13
702,30,31,35,11.0,10,,R,25,0.0,6,,,,,,,9
703,30,15,40,14.0,15,,R,26,0.0,6,,,,,,,30
704,30,184,37,28.0,21,,R,27,0.0,3,,,,,,,36
705,30,185,6,34.0,27,,R,28,0.0,3,,,,,,,36
706,31,24,6,46.0,2,1.0,1,1,9.0,65,3:01:34.40,10894400.0,,,,,1
707,31,1,6,24.0,3,2.0,2,2,6.0,65,+1:12.93,10967330.0,,,,,1
708,31,129,6,26.0,7,3.0,3,3,4.0,65,+1:35.96,10990360.0,,,,,1
709,31,64,4,32.0,1,4.0,4,4,,64,,,,,,,15
710,31,13,4,32.0,1,4.0,4,4,,64,,,,,,,15
711,31,186,4,34.0,11,5.0,5,5,2.0,62,,,,,,,3
712,31,26,6,28.0,6,6.0,6,6,0.0,62,,,,,,,3
713,31,112,8,20.0,9,7.0,7,7,0.0,62,,,,,,,3
714,31,119,6,40.0,19,8.0,8,8,0.0,51,,,,,,,56
715,31,187,24,18.0,18,9.0,9,9,0.0,49,,,,,,,26
716,31,106,4,4.0,20,,R,10,0.0,54,,,,,,,13
717,31,18,4,42.0,8,,R,11,0.0,49,,,,,,,10
718,31,101,4,36.0,5,,R,12,0.0,46,,,,,,,9
719,31,29,35,8.0,4,,R,13,0.0,43,,,,,,,16
720,31,111,35,6.0,12,,R,14,0.0,37,,,,,,,12
721,31,13,4,30.0,10,,R,15,0.0,29,,,,,,,9
722,31,64,4,30.0,10,,R,15,0.0,29,,,,,,,9
723,31,115,24,16.0,15,,R,16,0.0,29,,,,,,,9
724,31,81,6,38.0,17,,R,17,0.0,17,,,,,,,9
725,31,130,24,14.0,16,,R,18,0.0,1,,,,,,,9
726,31,105,6,2.0,13,,R,19,0.0,0,,,,,,,19
727,31,5,6,10.0,14,,R,20,0.0,0,,,,,,,19
728,32,13,4,50.0,2,1.0,1,1,9.0,80,2:49:45.9,10185900.0,,,,,1
729,32,1,6,6.0,3,2.0,2,2,6.0,80,+1.4,10187300.0,,,,,1
730,32,26,6,2.0,5,3.0,3,3,4.0,79,,,,,,,15
731,32,129,6,8.0,6,4.0,4,4,3.0,79,,,,,,,15
732,32,29,35,36.0,8,5.0,5,5,2.0,79,,,,,,,15
733,32,173,35,40.0,16,6.0,6,6,0.0,77,,,,,,,3
734,32,188,4,56.0,12,7.0,7,7,0.0,76,,,,,,,28
735,32,189,4,56.0,12,7.0,7,7,0.0,76,,,,,,,28
736,32,190,6,10.0,11,8.0,8,8,0.0,75,,,,,,,4
737,32,31,35,38.0,15,9.0,9,9,0.0,75,,,,,,,4
738,32,19,34,32.0,25,10.0,10,10,0.0,72,,,,,,,20
739,32,15,4,44.0,23,11.0,11,11,0.0,72,,,,,,,20
740,32,113,8,46.0,24,12.0,12,12,0.0,70,,,,,,,21
741,32,78,8,28.0,10,13.0,13,13,0.0,70,,,,,,,21
742,32,117,37,48.0,29,14.0,14,14,0.0,67,,,,,,,24
743,32,4,24,16.0,28,15.0,15,15,0.0,67,,,,,,,24
744,32,5,6,64.0,17,16.0,16,16,0.0,65,,,,,,,25
745,32,24,6,4.0,1,,R,17,0.0,79,,,,,,,17
746,32,64,4,52.0,7,,R,18,0.0,77,,,,,,,8
747,32,101,4,54.0,4,,R,19,0.0,75,,,,,,,17
748,32,18,4,58.0,9,,R,20,0.0,70,,,,,,,9
749,32,177,40,20.0,22,,N,21,0.0,61,,,,,,,7
750,32,112,8,30.0,19,,N,22,0.0,57,,,,,,,7
751,32,143,40,24.0,18,,N,23,0.0,56,,,,,,,7
752,32,137,6,12.0,20,,R,24,0.0,40,,,,,,,9
753,32,140,40,22.0,14,,R,25,0.0,33,,,,,,,63
754,32,106,4,2.0,21,,R,26,0.0,18,,,,,,,9
755,32,162,34,34.0,13,,R,27,0.0,17,,,,,,,9
756,32,191,24,18.0,26,,R,28,0.0,14,,,,,,,9
757,32,12,40,26.0,30,,R,29,0.0,7,,,,,,,42
758,33,13,4,2.0,3,1.0,1,1,8.0,87,3:00:55.8,10855800.0,,,,,1
759,33,1,6,10.0,1,2.0,2,2,6.0,87,+1:19.0,10934800.0,,,,,1
760,33,27,6,12.0,2,3.0,3,3,5.0,87,+2:01.0,10976800.0,,,,,1
761,33,29,6,26.0,5,4.0,4,4,3.0,86,,,,,,,15
762,33,162,35,20.0,15,5.0,5,5,2.0,85,,,,,,,2
763,33,31,4,28.0,11,6.0,6,6,0.0,84,,,,,,,3
764,33,15,4,8.0,10,7.0,7,7,0.0,83,,,,,,,28
765,33,18,4,30.0,13,8.0,8,8,0.0,83,,,,,,,28
766,33,190,6,16.0,12,9.0,9,9,0.0,82,,,,,,,4
767,33,111,35,18.0,17,,D,10,0.0,61,,,,,,,57
